1	марку 80	марки 1	— 1	штемпель 1	две марки 1
2	темноте 78	ночи 5	комнате 1	ночь 1
3	свет 66	телевизор 9	торшер 2	лампу 2	радиоприемник 1	люстру 1	радио 1	лампадку ? 1	темноту 1	электричество 1	приемник 1
4	кулисы 66	занавес 7	сцену 4	ширму 2	кулис 1	кулисами 1	как они называются, за кулисы 1	зановесь 1	стол 1	кулису 1	нет ответа 1
5	реке 71	горной реке 4	склону 2	реке  2	речке 1	реке Волге 1	течению реки 1	Оке 1	озеру 1	реке Кура 1
6	стакан 41	чай 39	стакан чая 2	кружку 1	чашку 1	стакан с чайем 1	стакан, чай 1
7	раковину 38	мойку 26	посудомойку 11	посудомоечную машину 4	шкаф 2	машину посудомоечную 1	стопку 1	умывальник 1	мусор 1	рукомойник 1
8	доске 84	плитке 1	потолке 1
9	посуду 78	кастрюлю 2	ложку 1	окно 1	полы 1	тарелки 1	пол 1
10	печь 73	печку 12	- 1
11	пластилина 33	глины 30	пластелина 21	- 1
12	дверь 73	двери 3	ставни 3	окна 2	окно 1	плотно 1	замок 1	шторку 1	входную дверь 1
13	елку 78	елочку 2	квартиру 1	игрушками 1	дом 1	комнату 1	новогоднюю елку 1	стол 1
14	фена 84	духовки 1	утюга 1
15	шнурки 76	шнурок 6	узел 1	кроссовки 1	шнурочки 1	бантик 1
16	свечу 66	свечку 14	лампаду 2	огонь 1	свет 1	лампу 1	нет ответа 1
17	стол 72	столом 10	обед 1	компьютер 1	столы 1	круглым столом 1
18	аптеке 78	магазине 1	упаковке 1	лесу 1	каплях/аптеке 1	- 1	нет ответа 1
19	ноги 69	ножки 6	ботинки 3	туфли 2	сандали 1	обувь 1	сапоги 1	руки 1	живот 1	сандалии 1
20	школу 83	детский сад, школу 1	кружок 1	детский сад 1
21	дерево 41	растение 18	цветы 12	растения 3	деревце 2	цветы, дерево 1	поле 1	яблоко 1	- 1	цветы, клумбу 1	клумбы 1	деревья 1	кусты 1
22	велосипеде 76	самокате 4	велолсипеде 1	тракторе 1	тренажере 1	влосипеде 1	велосепеде 1	дереве 1
23	карандаш 82	мелок 1	карндаш 1	металл 1
24	раме 45	оправе 21	рамке 15	оправой 1	рамой 1	подставке 1	шкатулке 1	иллюстрацией 1
25	каблуках 85	шпильках 1
26	ошибку 74	оплошность 7	описку 2	оплошность ошибку 1	промашку 1	оговорку 1
27	мнение 60	недовольство 8	неудовольствие 6	неодобрение 3	фе 2	работникам 1	отношение 1	- 1	неудовольствия 1	пожелание 1	негодование 1	отвращение 1
28	языка 83	язяка 1	уха 1	язвка 1
29	школах 65	колледжах 4	гимназиях 3	заведениях 3	университетах 2	пансионатах 1	учреждениях 1	вузах 1	учереждениях 1	пансионах 1	школах или эмм колледжах 1	учебных заведениях 1	коллеждах 1
30	песню 70	песенку 14	забавную песню 1
31	сок 84	отвар 1	напиток 1
32	голос 44	крик 20	плач 9	смех 7	 голос 2	разговор 1	визг 1	голосок 1	шепот 1
33	фильме 43	эпизоде 24	сериале 7	кино 6	ролике 1	клипе 1	кинофильме 1	эпизодике 1	фильмы 1	водевиле 1
34	телевизор 61	сериал 6	фильм 6	компьютер 4	телефизор 2	теелвизор 1	магнитофон 1	телефон/телевизор 1	канал 1	микрофон 1
35	бульон 70	суп 13	бульончик 2	суп, бульон 1
36	факультете 74	институте 4	отделении 3	ВУЗе 1	техникуме 1	университете 1	унивеситете 1	заводе 1
37	таблетки 46	лекарства 15	капли 13	пилюли 4	средства 3	настои 1	теблетки 1	микстуры 1	невесте 1
38	невесте 75	подруге 2	невевсте 1	соседке 1	будущей жене 1	капли 1	жене 1	возлюбленной 1	любимой 1	девушке 1
39	ложкой 66	ложечкой 16	вилкой 2	кружке 1	- 1
40	письмо 77	послание 4	пиьсмо 1	письмо, анонимку 1	- 1	заявление 1
41	почту 48	газеты 18	письма 13	корреспонденцию 5	прессу 2
42	грядки 32	огород 19	грядку 10	картошку 6	траву 6	сорняки 3	морковку 2	морковь 2	лук 1	снопы 1	свой огород 1	дно 1	капусту 1	клумбу 1
43	книгу 21	тетрадь 20	учебник 17	дневник 9	книжку 4	портфель 2	рот 2	тетрадку 2	дверь 2	парту 1	букварь 1	свою тетрадь 1	ранец 1	тетрадку, книжку 1	учебники 1	форточку 1
44	овцу 25	траву 18	овец 15	газон 5	травку 3	овечку 3	козу 2	цветы 2	волосы 1	барашка 1	барана 1	мальчика 1	ногти 1	овечек 1	козочку 1	шерсть 1	барашку 1	ягненка 1	кусты 1
45	стихотворение 33	стихи 28	стихотворения 4	стих 4	поэму 3	пьесу 2	стишок 2	- 1	французский 1	стошок 1	тексты 1	стихотворние 1	пушкина 1	язык 1	вдохновение 1	поэмы 1
46	еды 37	сладкого 11	ужина 4	хлеба 4	пищи 4	пирожного 3	торта 3	жирного 2	обеда 2	блинов 1	стадкого 1	мучного 1	сладостей 1	слодостей 1	плюшек 1	мороженого 1	десерта 1	роли 1	сахара 1	сладкой пищи 1	пирожных 1	котлет 1	пироженых 1	каши 1
47	премию 69	гонорар 4	зарплату 2	примии 1	вознаграждение 1	денежное вознаграждение 1	награждение 1	премии 1	пряемию 1	премиальные 1	аванс 1	деньги 1
48	лыжах 53	коньках 22	санках 6	санях 3	катке 1	велосипеде 1
49	море 39	реке 13	озере 13	речке 5	пруду 5	бассейне 3	серебряном бору 1	сапогах 1	0223 1	парке 1	пансионате 1	месте 1	пляже 1	реке  1
50	повидлом 18	капустой 16	мясом 14	яблоками 6	малиной 4	изюмом 4	вареньем 4	творогом 3	грибами 3	грушей 1	лимоном 1	сыром, капустой 1	картошкой 1	повидлой 1	свеклой 1	яблоком 1	павидлом 1	маком 1	морковкой 1	джемом 1	морошкой 1	луком 1	клубникой 1
51	ногу 48	руку 27	пальчик 3	шею 2	палец 2	желудок 1	ключицу 1	себе руку 1	лодыжку 1
52	соревнованиях 55	соревновании 8	олимпиаде 3	забеге 3	состязаниях 2	беге 2	финале 1	игре 1	экспедиции 1	состязании 1	в следующем туре 1	турнире 1	награждении 1	дальнейших соревнованиях 1	спорте 1	соревнование 1	сорвенованиях 1	спортакиаде 1
53	музей 38	поход 8	лес 5	зоопарк 4	горы 4	город 4	кино 3	Москву 2	Суздаль 2	галерею 1	замок 1	карелию 1	Англию 1	ленинград 1	парк культуры 1	пушкин 1	деревню 1	Питер 1	путешествие 1	Париж 1	Кремль 1	Нижний новгород 1	другой город 1	театр 1	иностранные государства 1
54	ручку 12	ключи 11	папку 11	поднос 7	ключ 5	стакан 4	вазу 4	чашку 4	карандаш 2	документы 2	документ 2	бумаги 2	кофе 2	чернильницу 2	стул 1	калькулятор 1	пресс-папье 1	ложку 1	блокнот 1	чайник 1	микрофон 1	телефон 1	- 1	журнал 1	_ (ответ потерян) 1	тетрадь 1	чашку с кофе 1	брошюру 1
55	ковер 63	пряжу 4	ткань 4	скатерть 3	ковры 2	холсты 2	дорожку 1	коврик 1	на станке 1	полотно 1	палантин 1	палас 1	холст 1	половик 1
56	урну 33	мусорное ведро 10	корзину 5	помойку 5	мусорный ящик 5	мусор 4	бак 4	мусорный бак 3	мусорку 3	ведро 3	окно 2	мусорницу 2	ящик 2	мусорную корзину 1	унитаз 1	корзину мусорную 1	муорную яму 1	мусорник 1
57	ленту 42	цветок 6	цветы 6	бант 6	венок 3	розу 3	заколку 2	ленты 2	косу 2	ромашку 2	косичку 1	банты, бантики 1	ленточку 1	бант(ик) 1	бантик 1	бантики 1	1483 1	косу, ой, не косу, а ленту 1	пыль 1	бусы 1
58	деньги 36	денег 13	соль 11	сто рублей 3	- 2	сахар 2	соли 2	три рубля 2	спички 1	деьги 1	пистолет 1	яйцо 1	муки 1	картошку 1	чай 1	дуршлак 1	_ 1	десять рублей 1	кастрюлю 1	ножницы 1	сто грамм спирта 1
59	стул 66	диван 6	кресло 5	скамейку 3	краешек стула 1	стол 1	краешек 1	скамью 1	табурет 1	стульчик 1
60	ученика 57	учеников 10	ученицу 3	студента 2	меня 2	_ 2	детей 1	мальчика 1	- 1	учащихся 1	школьницу 1	Васю 1	девочку 1	директора 1	учащегося 1
61	сок 62	компот 19	сироп 2	крюшон 1	чай, сок 1	напиток 1
62	кофту 48	шаль 12	сплетню 2	кофточку 2	косу 2	- 2	шапку 2	прическу 2	вязаную кофту 1	пряжу 1	вязаную вещь 1	вещь 1	крфту 1	шляпу 1	юбку 1	одежду 1	вышивку 1	пенту 1	жилетку 1	вещи 1
63	пакет 44	стакан 24	стаканчик 3	мешок 2	контейнер 2	кувшин 2	поднос 2	ящик 1	нет ответа 1	кулек 1	графин 1	флакон 1	сосуд 1
64	ложку 68	миску 9	тарелку 3	кружку 2	чашку 1	нет ответа 1	кухню 1	плошку 1
65	носки 48	варежки 14	колготки 7	чулки 4	гольфы 4	носочки 3	перчатки 2	шарф 1	рейтузы 1	руковички 1	пальто 1
66	платок 46	плед 25	шарф 10	тулуп 2	шаль 1	кафтан 1	свитер 1
67	чашку 47	вазу 18	статуэтку 6	тарелку 4	миску 2	кружку 2	конфетницу 1	чашу 1	посуду 1	люстру 1	кастрюлю 1	статуетку  1	куклу 1
68	иронией 20	улыбкой 16	усмешкой 15	обидой 12	досадой 4	грустью 4	ухмылкой 2	ностальгией 2	радостью 1	тоской 1	час 1	успешкой 1	неохотой 1
69	шерсти 74	пряжи 9	шерссти 1	ткани, шерсти, шерсти 1	- 1
70	книгу 60	историю 5	книжку 4	повесть 4	газету 3	статью 3	литературу 2	брошюрку 1	сказку 1	пьесу 1	книгу  1
71	ящике 27	сундучке 13	сундуке 11	шкафу 10	ящичке 8	ларце 3	шкафчике 2	комоде 2	столе 2	секретере 1	- 1	доме 1	пенале 1	дупле 1	сейфе 1	коможе 1	шкафчике, сундуке 1
72	игрушками 38	шарами 27	гирляндами 4	бусами 3	огнями 3	игрушкаи 2	шариками 2	фонариками 1	флажками 1	конфети 1	картинками 1	лампочками 1	цветами 1	красками 1
73	скрипке 35	флейте 16	гитаре 12	виолончели 5	дудочке 3	арфе 3	трубе 2	балалайке 2	рояль 1	домре 1	- 1	— 1	скрипкой 1	ложке 1	валторне 1	дудке 1
74	учителя 38	преподавателя 15	сотрудника 13	педагога 10	учителя  1	тренера 1	перподавателя 1	историка 1	сотрудницу 1	завуча 1	преподаателя 1	специалиста 1	химика 1	секретаря 1
75	лесу 46	месте 17	городе 17	парке 2	местности 1	- 1	селе? 1	здании 1
76	постель 62	кровать 17	постельку 2	ванну 2	ванную 1	кроватку 1
77	восторгом 23	восхищением 22	удивлением 9	удовольствием 6	уважением 4	сочувствием 3	сожалением 2	удовлетворением 1	впечатлением  1	откровением 1	наслаждением 1	волнением 1	возбуждением 1	разочарованием 1	чувством 1	интересом 1	мнением 1	изумлением 1	недовольством 1	раздражением 1	пожеланием 1
78	цветы 53	растения 26	фиалки 2	растение 2	цветы, растения 1	цветочки 1	комнатные растения 1
79	истории 59	анекдоты 22	рассказы 2	байки 1	анектоды 1	случаи 1
80	кошку 54	кофту 4	кошечку 4	собаку 4	юбку 3	кофточку 3	белку 2	кошнечку 1	игрушку 1	- 1	юбочку 1	шерсть кота 1	гладила 1	куклу 1	белочку 1	шер/шапку 1	собачку 1	голову 1	жаржетку 1
81	чемодан 18	жену 7	портфель 3	пистолет 3	бритву 3	сына 3	планшет 3	документы 2	оружие 2	рюкзак 2	вещмешок 2	кипятильник 2	книги 2	карту 1	электрическую бритву 1	компот 1	книжку 1	друзей 1	телефон 1	чемоданчик 1	водку 1	запасные брюки 1	несессер 1	талисман 1	документ 1	билет 1	кофе 1	револьвер 1	ноутбук 1	бинокль 1	книгу 1	ложку 1	саквояж 1	бутерброд 1	кружку 1	фен 1	автомат 1	бутылку водки 1	сигарету 1	наган 1	обед 1	сумку 1	бритвенный прибор 1	папку 1
82	чертеж 40	схему 9	эскиз 6	проект 4	деталь 3	план 3	дом 2	круг 2	чертежи 1	лампу 1	макет 1	лестницу 1	диплом 1	чертенка 1	диаграмму 1	линии 1	таблицу 1	план района 1	фигуры 1	квадрат 1	на доске 1	плакат 1	картинку 1	ерунду 1
83	кабинет 30	офис 17	стол 9	елку 7	комнату 7	приемную 4	зал 3	помещение 1	помещение цветами 1	свой стол 1	- 1	окно 1	гирляндами 1	дверь 1	салон 1
84	магазине 6	сейфе 3	подвал 3	каморке 3	каптерке 2	сарае 2	— 2	сторожке 2	кармане 2	квартире 2	офис 2	комнате 2	подсобке 2	кладовку 2	- 2	кладовке 2	пятницу 2	мастерской 2	кладовую 1	зал 1	приемной 1	баню 1	воскресенье 1	каптерку 1	клад 1	помещении 1	шкафу 1	карман 1	бане 1	подъезд 1	офисе 1	ночи 1	столе 1	коридоре 1	магазин 1	подсобку 1	канун 1	гараже 1	гардеробе 1	гостиной 1	соседней… кладовой 1	конторе 1	амбар 1	гараж 1	комнату 1	ключнице 1	стол 1	шкафчике 1	доме 1	канцелярии 1	холле 1	сумке 1	школе 1	склад 1	парикмахерскую 1	понедельник 1	от кладовки 1
85	футбол 42	мяч 9	прятки 6	лапту 6	волейбол 5	снежки 4	хоккей 3	домино 1	классики 1	веселые игры 1	салочки 1	скакалку 1	игры 1	города 1	гонялки 1	шахматы 1	гольшу 1
86	посетителя 13	скатерть 11	пол 11	стол 11	клиента 8	брюки 7	ковер 5	колени 3	костюм 2	свою рубашку 1	постеителя 1	мои колени 1	постетителя 1	рубашку 1	пиджак 1	посетителей 1	салфитку 1	одежду 1	стул 1	платье дамы 1	себя 1	полу 1	голову 1
87	математике 59	физике 6	химии 5	алгебре 4	русскому 3	географии 2	литературе 2	четыре 1	геометрии 1	русскому языку 1	астрономии 1	арифметике 1
88	ошибку 24	ошибки 15	промахи 4	оплошность 3	лень 3	обман 2	невнимательность 2	растрату 2	недосдачу 2	работу 2	- 2	недочеты 2	медлительность 2	воровство 1	нерешительность 1	мягкотелость 1	отчет 1	халатность 1	мысли 1	плохое 1	огрехи 1	несерьезность 1	опечатки 1	неправильное выполнение работы 1	промах 1	неторопливость 1	нет ответа 1	забывчивость 1	невыполнение 1	несданный баланс 1	неточность 1	спешку 1	характер 1
89	полы 26	пол 21	окна 19	подъезд 4	лестницу 2	дверь 2	двери 1	- 1	лестницы 1	окно 1	полы в коридоре 1	лестничный пролет 1	посуду 1	ступеньки 1	тамбур 1	зеркало 1
90	Крыму 14	Сочи 7	Турции 7	санатории 5	горах 5	Египте 4	Испании 3	Греции 3	Ялте 3	Италии 3	сочи 2	крыму 2	пансионате 2	Тайланде 2	Геленджике 1	на курорте 1	Гаграх 1	море 1	Франции 1	египте  1	болгарии 1	греции 1	теплых краях 1	Болгарии 1	Европе 1	круизе 1	подмосковье 1	москве 1	Краснодаре 1	Грузии 1	деревне 1	Пицунде 1	космосе 1	 турции 1	Канарах 1	городе 1	Англии 1	италии 1
91	слона 39	жирафа 11	бегемота 6	льва 5	медведя 4	зебру 4	тигра 3	обезьяну 2	крокодила 2	Ельцина 1	слон 1	зверей 1	бородавочника 1	гуся 1	орангутанга 1	носорога 1	кошку 1	верблюда 1	фламинго 1
92	овощи 14	мясо 12	молоко 12	картошку 8	капусту 6	яблоки 5	помидоры 2	корову 2	огурцы 2	дыню 1	курицу 1	сыр 1	апельсины 1	яйца 1	телятину 1	мед 1	свою мясную продукцию 1	редьку 1	колбасу 1	морковь 1	мясо кур 1	клубнику 1	- 1	масло 1	— 1	фрукты 1	мяту 1	продукцию 1	картофель 1	теленка 1	крольчатину 1	творог 1
93	природы 10	фонтана 7	картины 6	памятника 5	пейзажа 4	моря 4	леса 3	слона 2	башни 2	церкви 2	сосны 2	музея 2	реки 2	неба 2	озера 2	огромной горы 1	океана 1	дерево 1	собора 1	аптеки 1	дерева 1	картин 1	замка 1	пальмы 1	достопримечательностей 1	зимнего пейзажа 1	куста 1	лесного массива 1	экспоната 1	стены 1	пейзаж 1	ели 1	дома 1	Домского собора 1	лужайке 1	университета 1	статуи 1	здания 1	кремля 1	гор 1	горы 1	чистого неба 1	небо 1	развалин 1	елки 1
94	коррупции 21	халатности 5	растрате 4	лжи 4	взяточничестве 3	взяточнистве 3	подлоге 3	взятке 3	краже 2	взятках 2	бездействии 2	воровстве 2	мошенничестве 2	предвзятости 2	приписках 1	некорректности 1	хищении 1	надувательстве 1	махинации 1	растрате(?) 1	взятчестве 1	нечистоплотности 1	похищении денег 1	глупости 1	хищениях 1	недопустимости 1	некомпетенции 1	лишних средсв 1	нарушениях 1	нечестности 1	недопустимом отношении к чему-то 1	жестокости 1	измене 1	клевете 1	жульничестве 1	равнодушии 1	растратах 1	стяжательстве 1	подлоге документов 1	некомпетентности 1	грязных делах 1	ошибке 1
95	ключи 20	зонтик 14	сумку 10	зонт 9	телефон 5	кошелек 4	деньги 4	очки 2	портфель 2	проездной 2	паспорт 2	шарф 2	перчатки 1	сумочку 1	варежки 1	ключ 1	кашне 1	платок 1	проездной билет 1	часы 1
96	командировки 51	отпуска 26	школы 3	класса 1	РОНО (мб по-другому пишется) 1	- 1	ГорОНО 1	РайОНО 1	РОНО 1
97	кофе 25	пиццу 13	обед 10	завтрак 4	пиво 2	яичницу 2	чай 2	мороженое 2	ланч 2	пирожное 2	суп 2	бульон 1	гамбургер 1	винегрет 1	первое 1	круассаны 1	сосиски 1	рыбу 1	бутерброд 1	выпивку 1	мороженное 1	блинчики 1	коньяк 1	компот 1	харчо 1	пирожные 1	чебуреки 1	еду 1	стол 1	борщ 1	пончик 1
98	шкатулке 56	сейфе 6	ларце 4	секретере 2	шкафу 2	комоде 2	сундучок 1	— 1	сундучке 1	кубышке 1	шатулке 1	сундуке 1	сундучке, маленьком сундучке 1	с(ейфе) 1	чулках 1	бюро 1	банке 1	тумбочке 1
99	велосипед 13	подарок 9	телефон 8	машину 7	компьютер 5	свитер 3	машинку 3	костюм 2	портфель 2	книгу 2	игрушку 2	автомобиль 2	рюкзак 2	валенки 1	плеер 1	ручку 1	новую рубашку 1	цветы 1	лошадку 1	магнитофон 1	принтер 1	шпагу 1	кошелек 1	ноутбук 1	часы 1	очки 1	машин(к)у 1	мотоцикл 1	- 1	— 1	альбом 1	тетрадь 1	самолет 1	сумку 1	вертолет 1	собаку 1	фотоаппарат 1	рогатку 1
100	пейзаж 16	природу 9	море 8	натюрморт 4	дерево 4	лес 4	лошадь 3	девушку 2	медведя 2	собаку 2	девочку 1	человека 1	замок 1	кошечку 1	квадрат 1	пейзажа 1	живопись 1	полумесяц 1	цветы 1	пейзажи 1	облик Мадонны 1	улицу 1	окно 1	восход 1	жену 1	лето 1	натурщицу 1	сестру 1	пингвина 1	баталию 1	девятый вал 1	небо 1	зверя 1	речку 1	Мадонну 1	весну 1	женщину 1	лес  1	трех богатырей 1	елку 1	реку 1
101	портфель 17	кошелек 14	чемодан 10	зонтик 8	зонт 6	телефон 6	рюкзак 3	сверток 2	счет 2	завтрак 2	плащ 2	багаж 2	предмет 1	ужин 1	компьютер 1	чай 1	портсигар 1	кейс 1	цветок 1	чайник 1	ноутбук 1	фотоаппарат 1	пакет 1
102	жестокостью 30	добротой 9	- 5	смелостью 4	мудростью 3	эрудицией 3	злостью 2	жадностью 2	глупостью 2	смекалкой 1	дерзостью 1	храбростью 1	инициативой 1	веселостью 1	привлекательностью 1	наглостью 1	красотой 1	хитростью 1	отвагой 1	славой 1	подготовкой 1	сообразительностью 1	честностью 1	прямотой 1	разорительностью 1	нет ответа 1	работоспособностью 1	сторогстью 1	проницательностью 1	справедливостью 1	игрой 1	откровенностью 1
103	природой 41	картиной 21	местностью 12	панорамой 3	рекой 2	долиной 2	картине 1	-гор 1	окрестностями 1	бухтой 1	группой 1
104	сапоги 14	туфли 14	босоножки 10	брюки 10	джинсы 5	колготки 5	перчатки 3	штаны 3	носки 3	сапожки 3	кроссовки 2	чулки 2	платье 1	леггинсы 1	шорты 1	сережки 1	башмаки 1	- 1	трусы 1	рукавички 1	ботинки 1	штиблеты 1	пальто 1	гольфы 1
105	круг 20	шар 18	апельсин 10	цветок 9	шарик 4	букет 3	предмет 2	мяч 2	паровоз 1	портфель 1	закат 1	расвет 1	пейзаж 1	лист 1	слон 1	дом 1	галстук 1	_ 1	домик 1	квадрат 1	листок 1	берег 1	арбуз 1	жилет 1	верблюд 1	дуб 1
106	событием 35	экзаменом 24	свиданием 6	совещанием 4	собранием 3	делом 2	занятием 1	зачетом 1	собитием 1	визитом 1	клиентом 1	выходом 1	мероприятии 1	концертом 1	днем 1	докладом 1	мероприятием 1
107	кофту 18	шубу 12	шаль 9	шляпу 7	одежду 4	сумку 4	тетрадь 3	рубашку 2	книгу 2	юбку 2	скатерть 2	простынь 2	вещь 2	чашку 2	обувь 1	шляпку 1	пижаму 1	ложку 1	книжку 1	гармошку 1	корзину 1	косынку 1	— 1	шапку 1	жилетку 1	картинку 1	куртку 1
108	стол 25	компьютер 19	шкаф 7	телефон 5	стул 4	предмет 2	ноутбук 2	диван 2	порядок 2	чайник 1	интерьер 1	гарнитур 1	принтер 1	ша(?) 1	кабинет 1	альбом 1	журнал 1	- 1	парк 1	наряд 1	письменный стол 1	гардероб 1	холодильник 1	чугун? 1	телевизор 1	прибор 1	элемент порядка 1
109	пирог 26	обед 10	завтрак 9	торт 7	бутерброд 7	пирожок 6	борщ 5	ужин 4	омлет 3	суп 3	кисель 2	салат 1	яблок 1	арбуз 1	миндаль 1
110	тропинке 50	дорожке 16	дороге 7	тропе 5	улице 3	улочке 2	лестнице 2	- 1
111	бумаги 18	глины 13	керамики 8	ткани 6	замши 5	кожи 5	пластмассы 4	фольги 3	- 3	шерсти 2	краски 2	комнаты 1	подложке 1	обертке 1	материи 1	фарфора 1	бумаге 1	парчи 1	картонки 1	бронзы 1	альбом 1	оригами 1
112	подруге 12	помощнице 10	учительнице 9	руководительнице 8	секретарше 6	студентке 3	жене 3	соседке 3	маме 3	напарнице 3	начальнице 3	коллеге 3	сокурснице 2	преподавательнице 2	спутнице 2	знакомой 2	однокурснице 2	ассистентке 1	лаборантке 1	сотруднице 1	абитуриентке 1	медсестре 1	научной руководительнице 1	- 1	ученице 1	наставнице 1	сестре 1
113	событии 25	происшествии 14	проишествии 11	путешествии 10	случае 3	прошлом 2	приключении 2	времени 2	заседании 1	собитии 1	— 1	отпуске 1	проишествие 1	3114 1	походе 1	инциденте 1	- 1	будущем 1	посещении занятия 1	эксперименте 1	нет ответа 1	заявлении 1	посетителю 1	случаем 1	семинаре 1
114	чемодан 36	рюкзак 19	груз 14	портфель 7	мешок 3	саквояж 2	сундучок 1	пакет 1	предмет 1	руюкзак 1	баул 1
115	предмет 14	подарок 12	груз 5	гарнитур 4	сервиз 4	сувенир 3	портрет 3	экземпляр 2	портфель 2	компьютер 2	документ 2	магнитофон 2	- 2	антиквариат 2	вещи 2	сундук 1	пылесос 1	клад 1	экспонат 1	антиквар 1	сосуд 1	товар 1	кейс 1	ковер 1	секретер 1	девайс 1	кошелек 1	кулон 1	картину 1	ноутбук 1	приз 1	пакет документов 1	письма 1	артефакт 1
116	магазина 8	клуба 7	универмага 6	кинотеатра 4	театра 4	банка 4	парка 3	университета 3	телеграфа 3	отделения милиции 2	самоуправления 2	рынка 2	ателье 2	дом культуры 2	музея 2	загса 2	дурдома 1	собора 1	прихода 1	исполкома 1	почтового отделения 1	детского сада 1	кафе 1	- 1	кино 1	муниципалитета 1	ЗАГСа 1	УВД 1	РУВД 1	жэк 1	ЖЭКа 1	универсама 1	супермаркета 1	дома культуры 1	отделения 1	дома 1	Кремля 1	почтампа 1	полицейского 1	управления 1	бара 1	планетария 1	отделения почты 1	управдома 1	монумента 1
117	шубу 11	вещь 9	сумку 8	одежду 6	обувь 5	юбку 4	блузку 4	кофточку 3	кофту 3	посуду 3	куртку 3	шубку 2	сумочку 2	шаль 2	шапку 2	шкатулку 1	скатерть 1	блузу 1	кастрюлю 1	игрушку 1	обновку 1	вазу 1	овощ/рыбу 1	обувку 1	мебель 1	одежку 1	картофель 1	вещицу 1	бижутерию 1	тунику 1	ягоду 1	еду 1	кровать 1	футболку 1
118	местам 23	улицам 14	паркам 6	Парижа 6	полям 6	достопримечательностям 3	лесам 3	селам 2	улочкам 2	околицам 1	местностям 1	Елисейским полям 1	дворам 1	парка 1	города 1	парку 1	городам 1	скверам 1	Москвы 1	деревням 1	пейзажам 1	нет ответа 1	лугам 1	горам 1	селениям 1
119	вечера 27	вечеринки 18	концерты 8	посиделки 6	мероприятия 4	чтения 3	встречи 2	тренировки 1	вечеренки 1	лекции 1	конерты 1	дискотеки 1	спектакли 1	танцы 1	беседы 1	занятия 1	песнопения 1	слушанья 1	выставки 1	дни 1	утренники 1	курсы 1	тусовки 1	театр 1
120	вещи 41	марки 10	предметы 10	часы 5	монеты 5	изделия 3	картины 3	статуэтки 2	книжки 1	произведения 1	шкатулки 1	тарелки 1	книги 1	картинки 1
